LocationAbbr,LocationDesc,LocationID,TopicID,DataSource,DataSourceUrl,Question,QuestionID,StratificationCategoryId,StratificationCategory,Stratification,StratificationID,YearStart,YearEnd,DataValue,LowConfidenceLimit,HighConfidenceLimit,DataValueDisplay,LowConfidenceLimitDisplay,HighConfidenceLimitDisplay,DataValueUnit,DataValueType,DataValueTypeID,DataValueFootnote,DataValueFootnoteSymbol,DisplayOrder
"FL","Florida","12","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","OVERALL","Overall","Overall","OVR",2022,2022,9.6,8.8,10.6,"9.6","8.8","10.6","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"GA","Georgia","13","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","OVERALL","Overall","Overall","OVR",2022,2022,11,10.3,11.9,"11.00","10.3","11.9","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"GU","Guam","66","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","OVERALL","Overall","Overall","OVR",2022,2022,21.5,18.3,25.2,"21.5","18.3","25.2","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"HI","Hawaii","15","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","OVERALL","Overall","Overall","OVR",2022,2022,10.4,9.5,11.4,"10.4","9.5","11.4","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"ID","Idaho","16","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","OVERALL","Overall","Overall","OVR",2022,2022,8.9,8.1,9.7,"8.9","8.1","9.7","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"IL","Illinois","17","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","OVERALL","Overall","Overall","OVR",2022,2022,10.8,9.7,11.9,"10.8","9.7","11.9","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"IN","Indiana","18","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","OVERALL","Overall","Overall","OVR",2022,2022,11.3,10.7,12,"11.3","10.7","12.00","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"IA","Iowa","19","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","OVERALL","Overall","Overall","OVR",2022,2022,10.3,9.6,11.1,"10.3","9.6","11.1","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"KS","Kansas","20","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","OVERALL","Overall","Overall","OVR",2022,2022,10.2,9.6,10.9,"10.2","9.6","10.9","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"KY","Kentucky","21","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","OVERALL","Overall","Overall","OVR",2022,2022,13,11.8,14.4,"13.00","11.8","14.4","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"LA","Louisiana","22","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","OVERALL","Overall","Overall","OVR",2022,2022,13.3,12.3,14.3,"13.3","12.3","14.3","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"ME","Maine","23","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","OVERALL","Overall","Overall","OVR",2022,2022,9.1,8.3,9.9,"9.1","8.3","9.9","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"MD","Maryland","24","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","OVERALL","Overall","Overall","OVR",2022,2022,10.6,9.9,11.3,"10.6","9.9","11.3","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"MA","Massachusetts","25","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","OVERALL","Overall","Overall","OVR",2022,2022,9.2,8.5,10,"9.2","8.5","10.00","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"MI","Michigan","26","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","OVERALL","Overall","Overall","OVR",2022,2022,10,9.3,10.7,"10.00","9.3","10.7","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"MN","Minnesota","27","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","OVERALL","Overall","Overall","OVR",2022,2022,9,8.5,9.6,"9.00","8.5","9.6","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"MS","Mississippi","28","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","OVERALL","Overall","Overall","OVR",2022,2022,13.9,12.7,15.3,"13.9","12.7","15.3","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"MO","Missouri","29","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","OVERALL","Overall","Overall","OVR",2022,2022,10.2,9.4,11.1,"10.2","9.4","11.1","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"MT","Montana","30","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","OVERALL","Overall","Overall","OVR",2022,2022,7.1,6.5,7.8,"7.1","6.5","7.8","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"NE","Nebraska","31","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","OVERALL","Overall","Overall","OVR",2022,2022,9.8,9,10.6,"9.8","9.00","10.6","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"NV","Nevada","32","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","OVERALL","Overall","Overall","OVR",2022,2022,8.8,7.7,10,"8.8","7.7","10.00","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"NH","New Hampshire","33","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","OVERALL","Overall","Overall","OVR",2022,2022,8.2,7.4,9.1,"8.2","7.4","9.1","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"NJ","New Jersey","34","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","OVERALL","Overall","Overall","OVR",2022,2022,9.5,8.6,10.5,"9.5","8.6","10.5","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"NM","New Mexico","35","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","OVERALL","Overall","Overall","OVR",2022,2022,11.2,10,12.4,"11.2","10.00","12.4","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"NY","New York","36","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","OVERALL","Overall","Overall","OVR",2022,2022,10,9.4,10.7,"10.00","9.4","10.7","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"NC","North Carolina","37","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","OVERALL","Overall","Overall","OVR",2022,2022,10.8,9.7,12,"10.8","9.7","12.00","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"ND","North Dakota","38","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","OVERALL","Overall","Overall","OVR",2022,2022,9,8.1,10,"9.00","8.1","10.00","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"OH","Ohio","39","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","OVERALL","Overall","Overall","OVR",2022,2022,11.4,10.8,12.2,"11.4","10.8","12.2","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"OK","Oklahoma","40","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","OVERALL","Overall","Overall","OVR",2022,2022,12.2,11.4,13.2,"12.2","11.4","13.2","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"OR","Oregon","41","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","OVERALL","Overall","Overall","OVR",2022,2022,9.1,8.2,10.1,"9.1","8.2","10.1","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"PA","Pennsylvania","42","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","OVERALL","Overall","Overall","OVR",2022,2022,10.1,8.8,11.5,"10.1","8.8","11.5","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"PR","Puerto Rico","72","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","OVERALL","Overall","Overall","OVR",2022,2022,15.2,14.1,16.4,"15.2","14.1","16.4","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"RI","Rhode Island","44","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","OVERALL","Overall","Overall","OVR",2022,2022,10.2,9.3,11.1,"10.2","9.3","11.1","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"SC","South Carolina","45","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","OVERALL","Overall","Overall","OVR",2022,2022,11.1,10.3,11.9,"11.1","10.3","11.9","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"SD","South Dakota","46","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","OVERALL","Overall","Overall","OVR",2022,2022,8.1,6.8,9.6,"8.1","6.8","9.6","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"TN","Tennessee","47","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","OVERALL","Overall","Overall","OVR",2022,2022,13.1,12.1,14.2,"13.1","12.1","14.2","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"TX","Texas","48","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","OVERALL","Overall","Overall","OVR",2022,2022,13.4,12.4,14.6,"13.4","12.4","14.6","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"UT","Utah","49","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","OVERALL","Overall","Overall","OVR",2022,2022,9.1,8.4,9.7,"9.1","8.4","9.7","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"VT","Vermont","50","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","OVERALL","Overall","Overall","OVR",2022,2022,7,6.3,7.8,"7.00","6.3","7.8","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"VI","Virgin Islands","78","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","OVERALL","Overall","Overall","OVR",2022,2022,12.5,9.4,16.5,"12.5","9.4","16.5","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"VA","Virginia","51","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","OVERALL","Overall","Overall","OVR",2022,2022,11.3,10.6,12.2,"11.3","10.6","12.2","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"WA","Washington","53","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","OVERALL","Overall","Overall","OVR",2022,2022,8.8,8.4,9.3,"8.8","8.4","9.3","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"WV","West Virginia","54","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","OVERALL","Overall","Overall","OVR",2022,2022,14.6,13.6,15.7,"14.6","13.6","15.7","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"WI","Wisconsin","55","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","OVERALL","Overall","Overall","OVR",2022,2022,8.9,8.3,9.6,"8.9","8.3","9.6","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
"WY","Wyoming","56","DIA","BRFSS","https://www.cdc.gov/brfss","Diabetes among adults","DIA01","OVERALL","Overall","Overall","OVR",2022,2022,8.1,7.3,9,"8.1","7.3","9.00","%","Age-adjusted Prevalence","AGEADJPREV","","","4"
